仓	人	人	person; man; people (Kangxi radical 9)	True	zh-人-0	zh	False	<span>rén</span>	False	person; man; people	0
仔	亻	亻	person; man; people (Kangxi radical 9, standing version)	True	zh-亻-0	zh	False	<span>rén</span>	True	person; man; people	0
仔	子	子	son; child; (1st Earthly Branch) (Kangxi radical 39); seed;; (noun suffix)	True	zh-子-0	zh	True	<span>zǐ</span>, <span>zi</span>	False	son; child;; seed;; (noun suffix)	0
仕	亻	亻	person; man; people (Kangxi radical 9, standing version)	True	zh-亻-0	zh	False	<span>rén</span>	False	person; man; people	0
仕	士	士	scholar; warrior (Kangxi radical 33)	True	zh-士-0	zh	False	<span>shì</span>	False	scholar; warrior	0
他	也	也	also; too	True	zh-也-0	zh	False	<span>yě</span>	False	also; too	0
他	亻	亻	person; man; people (Kangxi radical 9, standing version)	True	zh-亻-0	zh	False	<span>rén</span>	False	person; man; people	0
仗	丈	丈	old man; husband; 3.33 meters	True	zh-丈-0	zh	True	<span>zhàng</span>	False	old man; husband; 3.33 meters	0
仗	亻	亻	person; man; people (Kangxi radical 9, standing version)	True	zh-亻-0	zh	False	<span>rén</span>	True	person; man; people	0
付	亻	亻	person; man; people (Kangxi radical 9, standing version)	True	zh-亻-0	zh	False	<span>rén</span>	False	person; man; people	0
付	寸	寸	inch; (unit of length) (Kangxi radical 41); thumb	True	zh-寸-0	zh	False	<span>cùn</span>	False	inch; (unit of length); thumb	0
仙	亻	亻	person; man; people (Kangxi radical 9, standing version)	True	zh-亻-0	zh	False	<span>rén</span>	True	person; man; people	0
仙	山	山	mountain; hill; peak (Kangxi radical 46)	True	zh-山-0	zh	True	<span>shān</span>	False	mountain; hill; peak	0
代	亻	亻	person; man; people (Kangxi radical 9, standing version)	True	zh-亻-0	zh	False	<span>rén</span>	False	person; man; people	0
代	弋	弋	to shoot; arrow (Kangxi radical 56)	True	zh-弋-0	zh	False	<span>yì</span>	False	to shoot; arrow	0
令	亽	亽	(archaic variant of 亼); one of the characters used in kwukyel (an ancient Korean writing system)	True	zh-亽-0	zh	False	<span>jí</span>	False	(archaic variant of 亼); one of the characters used in kwukyel (an ancient Korean writing system)	0
以	人	人	person; man; people (Kangxi radical 9)	True	zh-人-0	zh	False	<span>rén</span>	False	person; man; people	0
